FK_STANDORT,DATUM,VELO_IN,VELO_OUT,FUSS_IN,FUSS_OUT,OST,NORD
2989,2026-01-01T00:00,2,2,,,2682278,1248324
5002,2026-01-01T00:00,0,1,,,2682873,1245891
2993,2026-01-01T00:00,0,0,,,2683573,1248545
2997,2026-01-01T00:00,1,0,,,2682933,1248821
4258,2026-01-01T00:00,0,,,,2682683,1250569
3012,2026-01-01T00:00,0,0,,,2682647,1250364
4242,2026-01-01T00:00,3,0,,,2682337,1248451
4270,2026-01-01T00:00,0,0,,,2684006,1246566
4241,2026-01-01T00:00,1,0,,,2682297,1248328
3015,2026-01-01T00:00,,,80,36,2683023,1244140
4246,2026-01-01T00:00,,,7,3,2682147,1249212
4255,2026-01-01T00:00,0,0,,,2682881,1246549
4262,2026-01-01T00:00,0,0,,,2682731,1247708
4267,2026-01-01T00:00,1,,,,2683457,1247065
4266,2026-01-01T00:00,1,4,,,2681301,1247665
4269,2026-01-01T00:00,0,1,,,2682227,1244618
4249,2026-01-01T00:00,4,3,,,2682296,1248311
4259,2026-01-01T00:00,1,0,,,2682375,1247055
732,2026-01-01T00:00,0,0,,,2681319,1248665
1037,2026-01-01T00:00,0,0,,,2681339,1248647
4272,2026-01-01T00:00,0,,,,2682834,1247926
4273,2026-01-01T00:00,0,0,,,2682971,1248179
3279,2026-01-01T00:00,,,0,0,2683437,1247199
2997,2026-01-01T00:15,0,0,,,2682933,1248821
2989,2026-01-01T00:15,6,2,,,2682278,1248324
4242,2026-01-01T00:15,1,0,,,2682337,1248451
4266,2026-01-01T00:15,2,4,,,2681301,1247665
4241,2026-01-01T00:15,3,0,,,2682297,1248328
4269,2026-01-01T00:15,0,0,,,2682227,1244618
3012,2026-01-01T00:15,0,2,,,2682647,1250364
3015,2026-01-01T00:15,,,42,25,2683023,1244140
4249,2026-01-01T00:15,1,1,,,2682296,1248311
4259,2026-01-01T00:15,0,1,,,2682375,1247055
2993,2026-01-01T00:15,0,2,,,2683573,1248545
732,2026-01-01T00:15,1,2,,,2681319,1248665
4246,2026-01-01T00:15,,,6,6,2682147,1249212
4258,2026-01-01T00:15,3,,,,2682683,1250569
1037,2026-01-01T00:15,2,4,,,2681339,1248647
4272,2026-01-01T00:15,2,,,,2682834,1247926
4255,2026-01-01T00:15,0,0,,,2682881,1246549
4273,2026-01-01T00:15,1,0,,,2682971,1248179
4270,2026-01-01T00:15,0,2,,,2684006,1246566
3279,2026-01-01T00:15,,,0,0,2683437,1247199
4262,2026-01-01T00:15,1,0,,,2682731,1247708
5002,2026-01-01T00:15,0,1,,,2682873,1245891
4267,2026-01-01T00:15,2,,,,2683457,1247065
2989,2026-01-01T00:30,7,1,,,2682278,1248324
3279,2026-01-01T00:30,,,0,0,2683437,1247199
4273,2026-01-01T00:30,0,1,,,2682971,1248179
4272,2026-01-01T00:30,3,,,,2682834,1247926
1037,2026-01-01T00:30,3,3,,,2681339,1248647
732,2026-01-01T00:30,0,0,,,2681319,1248665
4259,2026-01-01T00:30,0,2,,,2682375,1247055
4249,2026-01-01T00:30,0,0,,,2682296,1248311
4269,2026-01-01T00:30,0,0,,,2682227,1244618
4266,2026-01-01T00:30,2,1,,,2681301,1247665
4267,2026-01-01T00:30,2,,,,2683457,1247065
4262,2026-01-01T00:30,0,1,,,2682731,1247708
4255,2026-01-01T00:30,0,0,,,2682881,1246549
4246,2026-01-01T00:30,,,3,6,2682147,1249212
3015,2026-01-01T00:30,,,33,73,2683023,1244140
4241,2026-01-01T00:30,3,0,,,2682297,1248328
4242,2026-01-01T00:30,3,0,,,2682337,1248451
4270,2026-01-01T00:30,0,1,,,2684006,1246566
3012,2026-01-01T00:30,1,0,,,2682647,1250364
4258,2026-01-01T00:30,0,,,,2682683,1250569
2993,2026-01-01T00:30,0,1,,,2683573,1248545
2997,2026-01-01T00:30,0,1,,,2682933,1248821
5002,2026-01-01T00:30,0,2,,,2682873,1245891
2989,2026-01-01T00:45,2,2,,,2682278,1248324
5002,2026-01-01T00:45,5,3,,,2682873,1245891
4273,2026-01-01T00:45,2,0,,,2682971,1248179
4272,2026-01-01T00:45,2,,,,2682834,1247926
1037,2026-01-01T00:45,7,4,,,2681339,1248647
732,2026-01-01T00:45,0,2,,,2681319,1248665
4259,2026-01-01T00:45,0,0,,,2682375,1247055
4249,2026-01-01T00:45,8,3,,,2682296,1248311
4269,2026-01-01T00:45,0,1,,,2682227,1244618
4266,2026-01-01T00:45,3,6,,,2681301,1247665
4267,2026-01-01T00:45,2,,,,2683457,1247065
4262,2026-01-01T00:45,0,1,,,2682731,1247708
4255,2026-01-01T00:45,1,0,,,2682881,1246549
4246,2026-01-01T00:45,,,2,2,2682147,1249212
3015,2026-01-01T00:45,,,19,20,2683023,1244140
4241,2026-01-01T00:45,2,0,,,2682297,1248328
4242,2026-01-01T00:45,0,0,,,2682337,1248451
4270,2026-01-01T00:45,1,0,,,2684006,1246566
3012,2026-01-01T00:45,3,1,,,2682647,1250364
4258,2026-01-01T00:45,2,,,,2682683,1250569
2993,2026-01-01T00:45,1,1,,,2683573,1248545
2997,2026-01-01T00:45,0,0,,,2682933,1248821
3279,2026-01-01T00:45,,,0,0,2683437,1247199
2989,2026-01-01T01:00,14,3,,,2682278,1248324
4262,2026-01-01T01:00,0,2,,,2682731,1247708
5002,2026-01-01T01:00,2,3,,,2682873,1245891
2997,2026-01-01T01:00,0,3,,,2682933,1248821
2993,2026-01-01T01:00,0,6,,,2683573,1248545
4258,2026-01-01T01:00,3,,,,2682683,1250569
3012,2026-01-01T01:00,3,1,,,2682647,1250364
4270,2026-01-01T01:00,2,1,,,2684006,1246566
4242,2026-01-01T01:00,7,0,,,2682337,1248451
4241,2026-01-01T01:00,1,0,,,2682297,1248328
3015,2026-01-01T01:00,,,0,2,2683023,1244140
4246,2026-01-01T01:00,,,8,9,2682147,1249212
4255,2026-01-01T01:00,0,0,,,2682881,1246549
4267,2026-01-01T01:00,0,,,,2683457,1247065
4266,2026-01-01T01:00,3,4,,,2681301,1247665
4269,2026-01-01T01:00,0,4,,,2682227,1244618
4249,2026-01-01T01:00,7,6,,,2682296,1248311
4259,2026-01-01T01:00,0,0,,,2682375,1247055
732,2026-01-01T01:00,0,9,,,2681319,1248665
1037,2026-01-01T01:00,3,2,,,2681339,1248647
4272,2026-01-01T01:00,6,,,,2682834,1247926
3279,2026-01-01T01:00,,,0,0,2683437,1247199
4273,2026-01-01T01:00,6,2,,,2682971,1248179
4262,2026-01-01T01:15,0,0,,,2682731,1247708
2989,2026-01-01T01:15,6,3,,,2682278,1248324
4267,2026-01-01T01:15,3,,,,2683457,1247065
4242,2026-01-01T01:15,8,0,,,2682337,1248451
4266,2026-01-01T01:15,2,0,,,2681301,1247665
2993,2026-01-01T01:15,0,1,,,2683573,1248545
4269,2026-01-01T01:15,1,3,,,2682227,1244618
4241,2026-01-01T01:15,1,0,,,2682297,1248328
4249,2026-01-01T01:15,5,1,,,2682296,1248311
3012,2026-01-01T01:15,3,11,,,2682647,1250364
4259,2026-01-01T01:15,0,0,,,2682375,1247055
3015,2026-01-01T01:15,,,0,0,2683023,1244140
732,2026-01-01T01:15,5,3,,,2681319,1248665
2997,2026-01-01T01:15,1,2,,,2682933,1248821
1037,2026-01-01T01:15,7,1,,,2681339,1248647
4246,2026-01-01T01:15,,,11,21,2682147,1249212
4272,2026-01-01T01:15,3,,,,2682834,1247926
4270,2026-01-01T01:15,1,2,,,2684006,1246566
3279,2026-01-01T01:15,,,0,0,2683437,1247199
4255,2026-01-01T01:15,0,0,,,2682881,1246549
4273,2026-01-01T01:15,4,0,,,2682971,1248179
4258,2026-01-01T01:15,1,,,,2682683,1250569
5002,2026-01-01T01:15,0,2,,,2682873,1245891
2989,2026-01-01T01:30,8,7,,,2682278,1248324
4273,2026-01-01T01:30,0,1,,,2682971,1248179
3279,2026-01-01T01:30,,,0,0,2683437,1247199
4272,2026-01-01T01:30,4,,,,2682834,1247926
1037,2026-01-01T01:30,6,4,,,2681339,1248647
732,2026-01-01T01:30,1,3,,,2681319,1248665
4259,2026-01-01T01:30,0,1,,,2682375,1247055
4249,2026-01-01T01:30,6,0,,,2682296,1248311
4269,2026-01-01T01:30,1,3,,,2682227,1244618
4266,2026-01-01T01:30,9,1,,,2681301,1247665
4267,2026-01-01T01:30,0,,,,2683457,1247065
4262,2026-01-01T01:30,0,0,,,2682731,1247708
4255,2026-01-01T01:30,0,0,,,2682881,1246549
4246,2026-01-01T01:30,,,8,4,2682147,1249212
3015,2026-01-01T01:30,,,0,0,2683023,1244140
4241,2026-01-01T01:30,8,0,,,2682297,1248328
4242,2026-01-01T01:30,0,0,,,2682337,1248451
4270,2026-01-01T01:30,0,2,,,2684006,1246566
3012,2026-01-01T01:30,0,1,,,2682647,1250364
4258,2026-01-01T01:30,0,,,,2682683,1250569
2993,2026-01-01T01:30,0,0,,,2683573,1248545
2997,2026-01-01T01:30,0,1,,,2682933,1248821
5002,2026-01-01T01:30,2,0,,,2682873,1245891
2989,2026-01-01T01:45,10,4,,,2682278,1248324
5002,2026-01-01T01:45,0,0,,,2682873,1245891
3279,2026-01-01T01:45,,,0,0,2683437,1247199
4272,2026-01-01T01:45,3,,,,2682834,1247926
1037,2026-01-01T01:45,13,4,,,2681339,1248647
732,2026-01-01T01:45,0,1,,,2681319,1248665
4259,2026-01-01T01:45,2,0,,,2682375,1247055
4249,2026-01-01T01:45,5,5,,,2682296,1248311
4269,2026-01-01T01:45,1,1,,,2682227,1244618
4266,2026-01-01T01:45,7,0,,,2681301,1247665
4267,2026-01-01T01:45,4,,,,2683457,1247065
4262,2026-01-01T01:45,0,0,,,2682731,1247708
4255,2026-01-01T01:45,0,0,,,2682881,1246549
4246,2026-01-01T01:45,,,1,3,2682147,1249212
3015,2026-01-01T01:45,,,0,0,2683023,1244140
4241,2026-01-01T01:45,3,0,,,2682297,1248328
4242,2026-01-01T01:45,0,0,,,2682337,1248451
4270,2026-01-01T01:45,1,1,,,2684006,1246566
3012,2026-01-01T01:45,0,3,,,2682647,1250364
4258,2026-01-01T01:45,0,,,,2682683,1250569
2993,2026-01-01T01:45,2,1,,,2683573,1248545
2997,2026-01-01T01:45,0,2,,,2682933,1248821
4273,2026-01-01T01:45,2,1,,,2682971,1248179
2989,2026-01-01T02:00,5,6,,,2682278,1248324
5002,2026-01-01T02:00,1,0,,,2682873,1245891
3279,2026-01-01T02:00,,,0,0,2683437,1247199
4272,2026-01-01T02:00,13,,,,2682834,1247926
1037,2026-01-01T02:00,6,9,,,2681339,1248647
732,2026-01-01T02:00,0,13,,,2681319,1248665
4259,2026-01-01T02:00,3,3,,,2682375,1247055
4249,2026-01-01T02:00,6,1,,,2682296,1248311
4269,2026-01-01T02:00,0,1,,,2682227,1244618
4266,2026-01-01T02:00,7,1,,,2681301,1247665
4267,2026-01-01T02:00,0,,,,2683457,1247065
4262,2026-01-01T02:00,0,0,,,2682731,1247708
4255,2026-01-01T02:00,0,1,,,2682881,1246549
4246,2026-01-01T02:00,,,4,6,2682147,1249212
3015,2026-01-01T02:00,,,0,0,2683023,1244140
4241,2026-01-01T02:00,3,2,,,2682297,1248328
4242,2026-01-01T02:00,4,0,,,2682337,1248451
4270,2026-01-01T02:00,0,3,,,2684006,1246566
3012,2026-01-01T02:00,1,3,,,2682647,1250364
4258,2026-01-01T02:00,0,,,,2682683,1250569
2993,2026-01-01T02:00,0,0,,,2683573,1248545
2997,2026-01-01T02:00,2,1,,,2682933,1248821
4273,2026-01-01T02:00,6,2,,,2682971,1248179
2989,2026-01-01T02:15,8,2,,,2682278,1248324
4273,2026-01-01T02:15,6,1,,,2682971,1248179
3279,2026-01-01T02:15,,,0,0,2683437,1247199
4272,2026-01-01T02:15,8,,,,2682834,1247926
1037,2026-01-01T02:15,3,1,,,2681339,1248647
732,2026-01-01T02:15,0,5,,,2681319,1248665
4259,2026-01-01T02:15,1,0,,,2682375,1247055
4249,2026-01-01T02:15,4,0,,,2682296,1248311
4269,2026-01-01T02:15,2,0,,,2682227,1244618
4266,2026-01-01T02:15,11,3,,,2681301,1247665
4267,2026-01-01T02:15,1,,,,2683457,1247065
4262,2026-01-01T02:15,0,0,,,2682731,1247708
4255,2026-01-01T02:15,0,0,,,2682881,1246549
4246,2026-01-01T02:15,,,4,4,2682147,1249212
3015,2026-01-01T02:15,,,0,2,2683023,1244140
4241,2026-01-01T02:15,4,0,,,2682297,1248328
4242,2026-01-01T02:15,4,0,,,2682337,1248451
4270,2026-01-01T02:15,3,0,,,2684006,1246566
3012,2026-01-01T02:15,2,0,,,2682647,1250364
4258,2026-01-01T02:15,0,,,,2682683,1250569
2993,2026-01-01T02:15,0,0,,,2683573,1248545
2997,2026-01-01T02:15,0,4,,,2682933,1248821
5002,2026-01-01T02:15,0,0,,,2682873,1245891
5002,2026-01-01T02:30,0,0,,,2682873,1245891
4273,2026-01-01T02:30,2,1,,,2682971,1248179
2997,2026-01-01T02:30,0,1,,,2682933,1248821
4267,2026-01-01T02:30,4,,,,2683457,1247065
2993,2026-01-01T02:30,1,0,,,2683573,1248545
4266,2026-01-01T02:30,5,1,,,2681301,1247665
4258,2026-01-01T02:30,3,,,,2682683,1250569
3279,2026-01-01T02:30,,,0,0,2683437,1247199
3012,2026-01-01T02:30,2,6,,,2682647,1250364
1037,2026-01-01T02:30,3,0,,,2681339,1248647
4270,2026-01-01T02:30,0,2,,,2684006,1246566
4269,2026-01-01T02:30,1,4,,,2682227,1244618
4242,2026-01-01T02:30,4,0,,,2682337,1248451
2989,2026-01-01T02:30,4,8,,,2682278,1248324
4241,2026-01-01T02:30,1,0,,,2682297,1248328
4249,2026-01-01T02:30,4,2,,,2682296,1248311
3015,2026-01-01T02:30,,,0,0,2683023,1244140
4272,2026-01-01T02:30,2,,,,2682834,1247926
4246,2026-01-01T02:30,,,2,3,2682147,1249212
4259,2026-01-01T02:30,0,2,,,2682375,1247055
4255,2026-01-01T02:30,0,1,,,2682881,1246549
4262,2026-01-01T02:30,0,1,,,2682731,1247708
732,2026-01-01T02:30,0,3,,,2681319,1248665
2997,2026-01-01T02:45,0,0,,,2682933,1248821
2993,2026-01-01T02:45,1,3,,,2683573,1248545
4258,2026-01-01T02:45,0,,,,2682683,1250569
3012,2026-01-01T02:45,1,3,,,2682647,1250364
4270,2026-01-01T02:45,1,3,,,2684006,1246566
4242,2026-01-01T02:45,5,0,,,2682337,1248451
4241,2026-01-01T02:45,5,0,,,2682297,1248328
3015,2026-01-01T02:45,,,0,0,2683023,1244140
4246,2026-01-01T02:45,,,4,3,2682147,1249212
4255,2026-01-01T02:45,0,0,,,2682881,1246549
4262,2026-01-01T02:45,0,0,,,2682731,1247708
4267,2026-01-01T02:45,5,,,,2683457,1247065
4266,2026-01-01T02:45,2,4,,,2681301,1247665
4269,2026-01-01T02:45,1,0,,,2682227,1244618
4249,2026-01-01T02:45,9,0,,,2682296,1248311
4259,2026-01-01T02:45,2,0,,,2682375,1247055
732,2026-01-01T02:45,2,4,,,2681319,1248665
1037,2026-01-01T02:45,3,4,,,2681339,1248647
4272,2026-01-01T02:45,1,,,,2682834,1247926
3279,2026-01-01T02:45,,,0,0,2683437,1247199
4273,2026-01-01T02:45,2,0,,,2682971,1248179
5002,2026-01-01T02:45,0,0,,,2682873,1245891
2989,2026-01-01T02:45,5,4,,,2682278,1248324
2989,2026-01-01T03:00,1,3,,,2682278,1248324
4262,2026-01-01T03:00,0,0,,,2682731,1247708
5002,2026-01-01T03:00,1,0,,,2682873,1245891
2997,2026-01-01T03:00,0,0,,,2682933,1248821
2993,2026-01-01T03:00,2,0,,,2683573,1248545
4258,2026-01-01T03:00,1,,,,2682683,1250569
3012,2026-01-01T03:00,2,0,,,2682647,1250364
4270,2026-01-01T03:00,0,2,,,2684006,1246566
4242,2026-01-01T03:00,2,0,,,2682337,1248451
4241,2026-01-01T03:00,5,0,,,2682297,1248328
3015,2026-01-01T03:00,,,0,0,2683023,1244140
4246,2026-01-01T03:00,,,3,3,2682147,1249212
4255,2026-01-01T03:00,0,0,,,2682881,1246549
4267,2026-01-01T03:00,6,,,,2683457,1247065
4266,2026-01-01T03:00,3,2,,,2681301,1247665
4269,2026-01-01T03:00,1,0,,,2682227,1244618
4249,2026-01-01T03:00,10,6,,,2682296,1248311
4259,2026-01-01T03:00,1,0,,,2682375,1247055
732,2026-01-01T03:00,0,3,,,2681319,1248665
1037,2026-01-01T03:00,1,1,,,2681339,1248647
4272,2026-01-01T03:00,0,,,,2682834,1247926
3279,2026-01-01T03:00,,,0,0,2683437,1247199
4273,2026-01-01T03:00,2,0,,,2682971,1248179
4262,2026-01-01T03:15,0,2,,,2682731,1247708
2989,2026-01-01T03:15,7,3,,,2682278,1248324
4267,2026-01-01T03:15,4,,,,2683457,1247065
4242,2026-01-01T03:15,0,0,,,2682337,1248451
4266,2026-01-01T03:15,2,4,,,2681301,1247665
2993,2026-01-01T03:15,0,0,,,2683573,1248545
4269,2026-01-01T03:15,1,0,,,2682227,1244618
4241,2026-01-01T03:15,2,0,,,2682297,1248328
4249,2026-01-01T03:15,8,1,,,2682296,1248311
3012,2026-01-01T03:15,2,1,,,2682647,1250364
4259,2026-01-01T03:15,1,0,,,2682375,1247055
3015,2026-01-01T03:15,,,3,0,2683023,1244140
732,2026-01-01T03:15,0,3,,,2681319,1248665
2997,2026-01-01T03:15,0,0,,,2682933,1248821
1037,2026-01-01T03:15,2,4,,,2681339,1248647
4246,2026-01-01T03:15,,,3,5,2682147,1249212
4272,2026-01-01T03:15,2,,,,2682834,1247926
4270,2026-01-01T03:15,1,0,,,2684006,1246566
3279,2026-01-01T03:15,,,0,0,2683437,1247199
4255,2026-01-01T03:15,0,0,,,2682881,1246549
4273,2026-01-01T03:15,0,3,,,2682971,1248179
4258,2026-01-01T03:15,0,,,,2682683,1250569
5002,2026-01-01T03:15,0,0,,,2682873,1245891
2989,2026-01-01T03:30,3,0,,,2682278,1248324
4273,2026-01-01T03:30,3,1,,,2682971,1248179
3279,2026-01-01T03:30,,,0,0,2683437,1247199
4272,2026-01-01T03:30,3,,,,2682834,1247926
1037,2026-01-01T03:30,0,1,,,2681339,1248647
732,2026-01-01T03:30,0,1,,,2681319,1248665
4259,2026-01-01T03:30,0,1,,,2682375,1247055
4249,2026-01-01T03:30,6,1,,,2682296,1248311
4269,2026-01-01T03:30,2,0,,,2682227,1244618
4266,2026-01-01T03:30,3,2,,,2681301,1247665
4267,2026-01-01T03:30,2,,,,2683457,1247065
4262,2026-01-01T03:30,1,0,,,2682731,1247708
4255,2026-01-01T03:30,0,0,,,2682881,1246549
4246,2026-01-01T03:30,,,1,3,2682147,1249212
3015,2026-01-01T03:30,,,0,0,2683023,1244140
4241,2026-01-01T03:30,1,0,,,2682297,1248328
4242,2026-01-01T03:30,3,0,,,2682337,1248451
4270,2026-01-01T03:30,1,2,,,2684006,1246566
3012,2026-01-01T03:30,2,1,,,2682647,1250364
4258,2026-01-01T03:30,1,,,,2682683,1250569
2993,2026-01-01T03:30,0,0,,,2683573,1248545
2997,2026-01-01T03:30,2,1,,,2682933,1248821
5002,2026-01-01T03:30,1,0,,,2682873,1245891
2989,2026-01-01T03:45,4,2,,,2682278,1248324
5002,2026-01-01T03:45,0,0,,,2682873,1245891
3279,2026-01-01T03:45,,,0,0,2683437,1247199
4272,2026-01-01T03:45,0,,,,2682834,1247926
1037,2026-01-01T03:45,1,2,,,2681339,1248647
732,2026-01-01T03:45,0,3,,,2681319,1248665
4259,2026-01-01T03:45,0,0,,,2682375,1247055
4249,2026-01-01T03:45,7,1,,,2682296,1248311
4269,2026-01-01T03:45,0,0,,,2682227,1244618
4266,2026-01-01T03:45,3,0,,,2681301,1247665
4267,2026-01-01T03:45,0,,,,2683457,1247065
4262,2026-01-01T03:45,1,0,,,2682731,1247708
4255,2026-01-01T03:45,0,0,,,2682881,1246549
4246,2026-01-01T03:45,,,1,3,2682147,1249212
3015,2026-01-01T03:45,,,0,0,2683023,1244140
4241,2026-01-01T03:45,1,0,,,2682297,1248328
4242,2026-01-01T03:45,1,0,,,2682337,1248451
4270,2026-01-01T03:45,0,1,,,2684006,1246566
3012,2026-01-01T03:45,0,0,,,2682647,1250364
4258,2026-01-01T03:45,0,,,,2682683,1250569
2993,2026-01-01T03:45,0,0,,,2683573,1248545
2997,2026-01-01T03:45,0,0,,,2682933,1248821
4273,2026-01-01T03:45,0,0,,,2682971,1248179
2989,2026-01-01T04:00,1,1,,,2682278,1248324
4262,2026-01-01T04:00,0,0,,,2682731,1247708
5002,2026-01-01T04:00,2,0,,,2682873,1245891
2997,2026-01-01T04:00,0,0,,,2682933,1248821
2993,2026-01-01T04:00,0,1,,,2683573,1248545
4258,2026-01-01T04:00,0,,,,2682683,1250569
3012,2026-01-01T04:00,0,3,,,2682647,1250364
4270,2026-01-01T04:00,2,0,,,2684006,1246566
4242,2026-01-01T04:00,1,0,,,2682337,1248451
4241,2026-01-01T04:00,1,0,,,2682297,1248328
3015,2026-01-01T04:00,,,0,0,2683023,1244140
4246,2026-01-01T04:00,,,3,2,2682147,1249212
4255,2026-01-01T04:00,0,0,,,2682881,1246549
4267,2026-01-01T04:00,1,,,,2683457,1247065
4266,2026-01-01T04:00,1,0,,,2681301,1247665
4269,2026-01-01T04:00,0,1,,,2682227,1244618
4249,2026-01-01T04:00,3,0,,,2682296,1248311
4259,2026-01-01T04:00,0,0,,,2682375,1247055
732,2026-01-01T04:00,0,1,,,2681319,1248665
1037,2026-01-01T04:00,0,2,,,2681339,1248647
4272,2026-01-01T04:00,1,,,,2682834,1247926
3279,2026-01-01T04:00,,,0,0,2683437,1247199
4273,2026-01-01T04:00,0,0,,,2682971,1248179
4262,2026-01-01T04:15,0,0,,,2682731,1247708
2989,2026-01-01T04:15,2,1,,,2682278,1248324
4267,2026-01-01T04:15,4,,,,2683457,1247065
4242,2026-01-01T04:15,1,0,,,2682337,1248451
4266,2026-01-01T04:15,2,1,,,2681301,1247665
2993,2026-01-01T04:15,0,0,,,2683573,1248545
4269,2026-01-01T04:15,0,0,,,2682227,1244618
4241,2026-01-01T04:15,4,0,,,2682297,1248328
4249,2026-01-01T04:15,3,4,,,2682296,1248311
3012,2026-01-01T04:15,1,0,,,2682647,1250364
4259,2026-01-01T04:15,0,0,,,2682375,1247055
3015,2026-01-01T04:15,,,0,0,2683023,1244140
732,2026-01-01T04:15,0,0,,,2681319,1248665
2997,2026-01-01T04:15,0,0,,,2682933,1248821
1037,2026-01-01T04:15,2,6,,,2681339,1248647
4246,2026-01-01T04:15,,,0,5,2682147,1249212
4272,2026-01-01T04:15,0,,,,2682834,1247926
4270,2026-01-01T04:15,0,2,,,2684006,1246566
3279,2026-01-01T04:15,,,0,0,2683437,1247199
4255,2026-01-01T04:15,0,1,,,2682881,1246549
4273,2026-01-01T04:15,0,1,,,2682971,1248179
4258,2026-01-01T04:15,0,,,,2682683,1250569
5002,2026-01-01T04:15,1,0,,,2682873,1245891
2989,2026-01-01T04:30,3,4,,,2682278,1248324
4273,2026-01-01T04:30,1,2,,,2682971,1248179
3279,2026-01-01T04:30,,,0,0,2683437,1247199
4272,2026-01-01T04:30,4,,,,2682834,1247926
1037,2026-01-01T04:30,3,0,,,2681339,1248647
732,2026-01-01T04:30,0,2,,,2681319,1248665
4259,2026-01-01T04:30,0,2,,,2682375,1247055
4249,2026-01-01T04:30,2,0,,,2682296,1248311
4269,2026-01-01T04:30,0,1,,,2682227,1244618
4266,2026-01-01T04:30,0,0,,,2681301,1247665
4267,2026-01-01T04:30,5,,,,2683457,1247065
4262,2026-01-01T04:30,0,0,,,2682731,1247708
4255,2026-01-01T04:30,1,0,,,2682881,1246549
4246,2026-01-01T04:30,,,1,4,2682147,1249212
3015,2026-01-01T04:30,,,0,0,2683023,1244140
4241,2026-01-01T04:30,3,0,,,2682297,1248328
4242,2026-01-01T04:30,2,0,,,2682337,1248451
4270,2026-01-01T04:30,0,1,,,2684006,1246566
3012,2026-01-01T04:30,2,0,,,2682647,1250364
4258,2026-01-01T04:30,0,,,,2682683,1250569
2993,2026-01-01T04:30,0,0,,,2683573,1248545
2997,2026-01-01T04:30,0,0,,,2682933,1248821
5002,2026-01-01T04:30,0,0,,,2682873,1245891
2989,2026-01-01T04:45,7,1,,,2682278,1248324
5002,2026-01-01T04:45,0,0,,,2682873,1245891
3279,2026-01-01T04:45,,,0,0,2683437,1247199
4272,2026-01-01T04:45,1,,,,2682834,1247926
1037,2026-01-01T04:45,2,1,,,2681339,1248647
732,2026-01-01T04:45,0,2,,,2681319,1248665
4259,2026-01-01T04:45,0,1,,,2682375,1247055
4249,2026-01-01T04:45,6,0,,,2682296,1248311
4269,2026-01-01T04:45,0,1,,,2682227,1244618
4266,2026-01-01T04:45,1,0,,,2681301,1247665
4267,2026-01-01T04:45,7,,,,2683457,1247065
4262,2026-01-01T04:45,0,0,,,2682731,1247708
4255,2026-01-01T04:45,0,0,,,2682881,1246549
4246,2026-01-01T04:45,,,4,1,2682147,1249212
3015,2026-01-01T04:45,,,2,0,2683023,1244140
4241,2026-01-01T04:45,0,0,,,2682297,1248328
4242,2026-01-01T04:45,4,0,,,2682337,1248451
4270,2026-01-01T04:45,0,0,,,2684006,1246566
3012,2026-01-01T04:45,0,0,,,2682647,1250364
4258,2026-01-01T04:45,0,,,,2682683,1250569
2993,2026-01-01T04:45,0,0,,,2683573,1248545
2997,2026-01-01T04:45,0,1,,,2682933,1248821
4273,2026-01-01T04:45,0,1,,,2682971,1248179
2989,2026-01-01T05:00,5,5,,,2682278,1248324
4262,2026-01-01T05:00,0,0,,,2682731,1247708
5002,2026-01-01T05:00,0,0,,,2682873,1245891
2997,2026-01-01T05:00,0,0,,,2682933,1248821
2993,2026-01-01T05:00,0,0,,,2683573,1248545
4258,2026-01-01T05:00,1,,,,2682683,1250569
3012,2026-01-01T05:00,0,0,,,2682647,1250364
4270,2026-01-01T05:00,1,3,,,2684006,1246566
4242,2026-01-01T05:00,2,0,,,2682337,1248451
4241,2026-01-01T05:00,0,0,,,2682297,1248328
3015,2026-01-01T05:00,,,0,0,2683023,1244140
4246,2026-01-01T05:00,,,1,0,2682147,1249212
4255,2026-01-01T05:00,0,0,,,2682881,1246549
4267,2026-01-01T05:00,18,,,,2683457,1247065
4266,2026-01-01T05:00,4,3,,,2681301,1247665
4269,2026-01-01T05:00,3,0,,,2682227,1244618
4249,2026-01-01T05:00,0,0,,,2682296,1248311
4259,2026-01-01T05:00,0,1,,,2682375,1247055
732,2026-01-01T05:00,0,2,,,2681319,1248665
1037,2026-01-01T05:00,2,4,,,2681339,1248647
4272,2026-01-01T05:00,0,,,,2682834,1247926
3279,2026-01-01T05:00,,,0,0,2683437,1247199
4273,2026-01-01T05:00,2,0,,,2682971,1248179
4262,2026-01-01T05:15,0,1,,,2682731,1247708
2989,2026-01-01T05:15,4,1,,,2682278,1248324
4267,2026-01-01T05:15,15,,,,2683457,1247065
4242,2026-01-01T05:15,1,0,,,2682337,1248451
4266,2026-01-01T05:15,0,0,,,2681301,1247665
2993,2026-01-01T05:15,0,1,,,2683573,1248545
4269,2026-01-01T05:15,0,0,,,2682227,1244618
4241,2026-01-01T05:15,2,0,,,2682297,1248328
4249,2026-01-01T05:15,1,3,,,2682296,1248311
3012,2026-01-01T05:15,0,1,,,2682647,1250364
4259,2026-01-01T05:15,0,0,,,2682375,1247055
3015,2026-01-01T05:15,,,0,0,2683023,1244140
732,2026-01-01T05:15,0,1,,,2681319,1248665
2997,2026-01-01T05:15,0,2,,,2682933,1248821
1037,2026-01-01T05:15,3,1,,,2681339,1248647
4246,2026-01-01T05:15,,,0,4,2682147,1249212
4272,2026-01-01T05:15,2,,,,2682834,1247926
4270,2026-01-01T05:15,0,1,,,2684006,1246566
