FK_STANDORT,DATUM,VELO_IN,VELO_OUT,FUSS_IN,FUSS_OUT,OST,NORD
3279,2026-01-08T00:00,,,0,0,2683437,1247199
4262,2026-01-08T00:00,0,0,,,2682731,1247708
1037,2026-01-08T00:00,1,0,,,2681339,1248647
3012,2026-01-08T00:00,1,0,,,2682647,1250364
3015,2026-01-08T00:00,,,0,0,2683023,1244140
732,2026-01-08T00:00,0,1,,,2681319,1248665
4270,2026-01-08T00:00,0,0,,,2684006,1246566
2997,2026-01-08T00:00,0,1,,,2682933,1248821
4249,2026-01-08T00:00,0,3,,,2682296,1248311
4258,2026-01-08T00:00,0,,,,2682683,1250569
4270,2026-01-08T00:15,1,0,,,2684006,1246566
2997,2026-01-08T00:15,0,0,,,2682933,1248821
3279,2026-01-08T00:15,,,0,0,2683437,1247199
4258,2026-01-08T00:15,0,,,,2682683,1250569
4241,2026-01-08T00:15,0,0,,,2682297,1248328
4262,2026-01-08T00:15,0,0,,,2682731,1247708
4267,2026-01-08T00:15,13,,,,2683457,1247065
4272,2026-01-08T00:15,0,,,,2682834,1247926
1037,2026-01-08T00:15,2,1,,,2681339,1248647
5002,2026-01-08T00:15,0,0,,,2682873,1245891
4249,2026-01-08T00:15,3,1,,,2682296,1248311
732,2026-01-08T00:15,0,0,,,2681319,1248665
4269,2026-01-08T00:15,0,0,,,2682227,1244618
2989,2026-01-08T00:15,3,1,,,2682278,1248324
3015,2026-01-08T00:15,,,0,0,2683023,1244140
4266,2026-01-08T00:15,2,0,,,2681301,1247665
2993,2026-01-08T00:15,0,0,,,2683573,1248545
3012,2026-01-08T00:15,1,0,,,2682647,1250364
4273,2026-01-08T00:15,0,0,,,2682971,1248179
4242,2026-01-08T00:15,2,0,,,2682337,1248451
4242,2026-01-08T00:30,1,0,,,2682337,1248451
4241,2026-01-08T00:30,0,0,,,2682297,1248328
4272,2026-01-08T00:30,0,,,,2682834,1247926
4273,2026-01-08T00:30,0,0,,,2682971,1248179
4266,2026-01-08T00:30,0,0,,,2681301,1247665
4269,2026-01-08T00:30,0,0,,,2682227,1244618
5002,2026-01-08T00:30,0,0,,,2682873,1245891
4267,2026-01-08T00:30,5,,,,2683457,1247065
2989,2026-01-08T00:30,1,0,,,2682278,1248324
2993,2026-01-08T00:30,0,0,,,2683573,1248545
4258,2026-01-08T00:30,0,,,,2682683,1250569
4249,2026-01-08T00:30,2,1,,,2682296,1248311
2997,2026-01-08T00:30,0,0,,,2682933,1248821
4270,2026-01-08T00:30,0,0,,,2684006,1246566
732,2026-01-08T00:30,0,0,,,2681319,1248665
3015,2026-01-08T00:30,,,0,0,2683023,1244140
3012,2026-01-08T00:30,0,0,,,2682647,1250364
1037,2026-01-08T00:30,0,0,,,2681339,1248647
4262,2026-01-08T00:30,0,0,,,2682731,1247708
3279,2026-01-08T00:30,,,0,0,2683437,1247199
4249,2026-01-08T00:45,2,0,,,2682296,1248311
4242,2026-01-08T00:45,0,0,,,2682337,1248451
3015,2026-01-08T00:45,,,0,0,2683023,1244140
4269,2026-01-08T00:45,0,0,,,2682227,1244618
2997,2026-01-08T00:45,0,0,,,2682933,1248821
5002,2026-01-08T00:45,0,0,,,2682873,1245891
2993,2026-01-08T00:45,0,0,,,2683573,1248545
732,2026-01-08T00:45,0,0,,,2681319,1248665
4267,2026-01-08T00:45,7,,,,2683457,1247065
4266,2026-01-08T00:45,2,0,,,2681301,1247665
1037,2026-01-08T00:45,0,0,,,2681339,1248647
2989,2026-01-08T00:45,3,0,,,2682278,1248324
4273,2026-01-08T00:45,0,0,,,2682971,1248179
4262,2026-01-08T00:45,0,0,,,2682731,1247708
4270,2026-01-08T00:45,0,1,,,2684006,1246566
4272,2026-01-08T00:45,0,,,,2682834,1247926
3279,2026-01-08T00:45,,,0,0,2683437,1247199
4258,2026-01-08T00:45,0,,,,2682683,1250569
4241,2026-01-08T00:45,0,0,,,2682297,1248328
3012,2026-01-08T00:45,0,0,,,2682647,1250364
2993,2026-01-08T01:00,0,0,,,2683573,1248545
2989,2026-01-08T01:00,1,1,,,2682278,1248324
4267,2026-01-08T01:00,1,,,,2683457,1247065
5002,2026-01-08T01:00,0,0,,,2682873,1245891
4269,2026-01-08T01:00,0,0,,,2682227,1244618
4266,2026-01-08T01:00,0,0,,,2681301,1247665
4273,2026-01-08T01:00,0,0,,,2682971,1248179
4272,2026-01-08T01:00,0,,,,2682834,1247926
4241,2026-01-08T01:00,1,0,,,2682297,1248328
4242,2026-01-08T01:00,0,0,,,2682337,1248451
3279,2026-01-08T01:00,,,0,0,2683437,1247199
4262,2026-01-08T01:00,0,0,,,2682731,1247708
1037,2026-01-08T01:00,0,0,,,2681339,1248647
3012,2026-01-08T01:00,0,0,,,2682647,1250364
3015,2026-01-08T01:00,,,0,0,2683023,1244140
732,2026-01-08T01:00,1,1,,,2681319,1248665
4270,2026-01-08T01:00,0,0,,,2684006,1246566
2997,2026-01-08T01:00,0,0,,,2682933,1248821
4249,2026-01-08T01:00,1,0,,,2682296,1248311
4258,2026-01-08T01:00,0,,,,2682683,1250569
4270,2026-01-08T01:15,0,1,,,2684006,1246566
2997,2026-01-08T01:15,1,0,,,2682933,1248821
3279,2026-01-08T01:15,,,0,0,2683437,1247199
4258,2026-01-08T01:15,0,,,,2682683,1250569
4241,2026-01-08T01:15,0,0,,,2682297,1248328
4262,2026-01-08T01:15,0,0,,,2682731,1247708
4267,2026-01-08T01:15,2,,,,2683457,1247065
4272,2026-01-08T01:15,1,,,,2682834,1247926
1037,2026-01-08T01:15,0,0,,,2681339,1248647
5002,2026-01-08T01:15,0,0,,,2682873,1245891
4249,2026-01-08T01:15,1,0,,,2682296,1248311
732,2026-01-08T01:15,0,2,,,2681319,1248665
4269,2026-01-08T01:15,0,0,,,2682227,1244618
2989,2026-01-08T01:15,2,2,,,2682278,1248324
3015,2026-01-08T01:15,,,0,0,2683023,1244140
4266,2026-01-08T01:15,0,3,,,2681301,1247665
2993,2026-01-08T01:15,0,0,,,2683573,1248545
3012,2026-01-08T01:15,0,0,,,2682647,1250364
4273,2026-01-08T01:15,0,0,,,2682971,1248179
4242,2026-01-08T01:15,0,0,,,2682337,1248451
4242,2026-01-08T01:30,0,0,,,2682337,1248451
4241,2026-01-08T01:30,0,0,,,2682297,1248328
4272,2026-01-08T01:30,0,,,,2682834,1247926
4273,2026-01-08T01:30,2,0,,,2682971,1248179
4266,2026-01-08T01:30,2,0,,,2681301,1247665
4269,2026-01-08T01:30,0,0,,,2682227,1244618
5002,2026-01-08T01:30,0,0,,,2682873,1245891
4267,2026-01-08T01:30,0,,,,2683457,1247065
2989,2026-01-08T01:30,2,0,,,2682278,1248324
2993,2026-01-08T01:30,0,0,,,2683573,1248545
4258,2026-01-08T01:30,0,,,,2682683,1250569
4249,2026-01-08T01:30,1,0,,,2682296,1248311
2997,2026-01-08T01:30,0,0,,,2682933,1248821
4270,2026-01-08T01:30,0,0,,,2684006,1246566
732,2026-01-08T01:30,0,0,,,2681319,1248665
3015,2026-01-08T01:30,,,0,0,2683023,1244140
3012,2026-01-08T01:30,0,0,,,2682647,1250364
1037,2026-01-08T01:30,0,0,,,2681339,1248647
4262,2026-01-08T01:30,0,0,,,2682731,1247708
3279,2026-01-08T01:30,,,0,0,2683437,1247199
2989,2026-01-08T01:45,0,0,,,2682278,1248324
4242,2026-01-08T01:45,0,0,,,2682337,1248451
4269,2026-01-08T01:45,0,0,,,2682227,1244618
4249,2026-01-08T01:45,0,0,,,2682296,1248311
3015,2026-01-08T01:45,,,0,0,2683023,1244140
5002,2026-01-08T01:45,0,0,,,2682873,1245891
2993,2026-01-08T01:45,0,0,,,2683573,1248545
732,2026-01-08T01:45,0,0,,,2681319,1248665
4267,2026-01-08T01:45,0,,,,2683457,1247065
4266,2026-01-08T01:45,0,0,,,2681301,1247665
1037,2026-01-08T01:45,0,0,,,2681339,1248647
2997,2026-01-08T01:45,0,0,,,2682933,1248821
4273,2026-01-08T01:45,0,2,,,2682971,1248179
4262,2026-01-08T01:45,0,0,,,2682731,1247708
4270,2026-01-08T01:45,0,0,,,2684006,1246566
4272,2026-01-08T01:45,1,,,,2682834,1247926
3279,2026-01-08T01:45,,,0,0,2683437,1247199
4258,2026-01-08T01:45,1,,,,2682683,1250569
4241,2026-01-08T01:45,0,0,,,2682297,1248328
3012,2026-01-08T01:45,0,0,,,2682647,1250364
2993,2026-01-08T02:00,0,0,,,2683573,1248545
2989,2026-01-08T02:00,0,0,,,2682278,1248324
4267,2026-01-08T02:00,0,,,,2683457,1247065
5002,2026-01-08T02:00,0,0,,,2682873,1245891
4269,2026-01-08T02:00,0,0,,,2682227,1244618
4266,2026-01-08T02:00,2,0,,,2681301,1247665
4273,2026-01-08T02:00,0,0,,,2682971,1248179
4272,2026-01-08T02:00,0,,,,2682834,1247926
4241,2026-01-08T02:00,0,0,,,2682297,1248328
4242,2026-01-08T02:00,0,0,,,2682337,1248451
3279,2026-01-08T02:00,,,0,0,2683437,1247199
4262,2026-01-08T02:00,0,0,,,2682731,1247708
1037,2026-01-08T02:00,0,0,,,2681339,1248647
3012,2026-01-08T02:00,0,0,,,2682647,1250364
3015,2026-01-08T02:00,,,0,0,2683023,1244140
732,2026-01-08T02:00,0,0,,,2681319,1248665
4270,2026-01-08T02:00,0,0,,,2684006,1246566
2997,2026-01-08T02:00,0,0,,,2682933,1248821
4249,2026-01-08T02:00,0,1,,,2682296,1248311
4258,2026-01-08T02:00,0,,,,2682683,1250569
4270,2026-01-08T02:15,0,0,,,2684006,1246566
2997,2026-01-08T02:15,0,0,,,2682933,1248821
3279,2026-01-08T02:15,,,0,0,2683437,1247199
4258,2026-01-08T02:15,0,,,,2682683,1250569
4241,2026-01-08T02:15,0,0,,,2682297,1248328
4262,2026-01-08T02:15,0,0,,,2682731,1247708
4267,2026-01-08T02:15,1,,,,2683457,1247065
4272,2026-01-08T02:15,0,,,,2682834,1247926
1037,2026-01-08T02:15,0,0,,,2681339,1248647
5002,2026-01-08T02:15,0,0,,,2682873,1245891
4249,2026-01-08T02:15,0,0,,,2682296,1248311
732,2026-01-08T02:15,0,0,,,2681319,1248665
4269,2026-01-08T02:15,2,0,,,2682227,1244618
2989,2026-01-08T02:15,0,0,,,2682278,1248324
3015,2026-01-08T02:15,,,0,0,2683023,1244140
4266,2026-01-08T02:15,0,0,,,2681301,1247665
2993,2026-01-08T02:15,0,0,,,2683573,1248545
3012,2026-01-08T02:15,0,0,,,2682647,1250364
4273,2026-01-08T02:15,0,0,,,2682971,1248179
4242,2026-01-08T02:15,0,0,,,2682337,1248451
4242,2026-01-08T02:30,1,1,,,2682337,1248451
4241,2026-01-08T02:30,0,0,,,2682297,1248328
4272,2026-01-08T02:30,0,,,,2682834,1247926
4273,2026-01-08T02:30,0,0,,,2682971,1248179
4266,2026-01-08T02:30,0,0,,,2681301,1247665
4269,2026-01-08T02:30,0,0,,,2682227,1244618
5002,2026-01-08T02:30,0,0,,,2682873,1245891
4267,2026-01-08T02:30,3,,,,2683457,1247065
2989,2026-01-08T02:30,0,2,,,2682278,1248324
2993,2026-01-08T02:30,0,0,,,2683573,1248545
4258,2026-01-08T02:30,1,,,,2682683,1250569
4249,2026-01-08T02:30,0,0,,,2682296,1248311
2997,2026-01-08T02:30,0,0,,,2682933,1248821
4270,2026-01-08T02:30,0,0,,,2684006,1246566
732,2026-01-08T02:30,0,0,,,2681319,1248665
3015,2026-01-08T02:30,,,0,0,2683023,1244140
3012,2026-01-08T02:30,0,0,,,2682647,1250364
1037,2026-01-08T02:30,1,0,,,2681339,1248647
4262,2026-01-08T02:30,0,0,,,2682731,1247708
3279,2026-01-08T02:30,,,0,0,2683437,1247199
4249,2026-01-08T02:45,0,0,,,2682296,1248311
4242,2026-01-08T02:45,0,0,,,2682337,1248451
4269,2026-01-08T02:45,0,0,,,2682227,1244618
2997,2026-01-08T02:45,0,0,,,2682933,1248821
3015,2026-01-08T02:45,,,0,0,2683023,1244140
5002,2026-01-08T02:45,0,0,,,2682873,1245891
2993,2026-01-08T02:45,0,0,,,2683573,1248545
732,2026-01-08T02:45,0,0,,,2681319,1248665
4267,2026-01-08T02:45,1,,,,2683457,1247065
4266,2026-01-08T02:45,0,0,,,2681301,1247665
1037,2026-01-08T02:45,0,0,,,2681339,1248647
2989,2026-01-08T02:45,0,0,,,2682278,1248324
4273,2026-01-08T02:45,0,0,,,2682971,1248179
4262,2026-01-08T02:45,0,0,,,2682731,1247708
4270,2026-01-08T02:45,0,0,,,2684006,1246566
4272,2026-01-08T02:45,0,,,,2682834,1247926
3279,2026-01-08T02:45,,,0,0,2683437,1247199
4258,2026-01-08T02:45,0,,,,2682683,1250569
4241,2026-01-08T02:45,0,0,,,2682297,1248328
3012,2026-01-08T02:45,0,0,,,2682647,1250364
2993,2026-01-08T03:00,0,0,,,2683573,1248545
2989,2026-01-08T03:00,0,0,,,2682278,1248324
4267,2026-01-08T03:00,0,,,,2683457,1247065
5002,2026-01-08T03:00,0,0,,,2682873,1245891
4269,2026-01-08T03:00,0,0,,,2682227,1244618
4266,2026-01-08T03:00,1,0,,,2681301,1247665
4273,2026-01-08T03:00,0,0,,,2682971,1248179
4272,2026-01-08T03:00,0,,,,2682834,1247926
4241,2026-01-08T03:00,0,0,,,2682297,1248328
4242,2026-01-08T03:00,0,0,,,2682337,1248451
3279,2026-01-08T03:00,,,0,0,2683437,1247199
4262,2026-01-08T03:00,0,0,,,2682731,1247708
1037,2026-01-08T03:00,0,0,,,2681339,1248647
3012,2026-01-08T03:00,0,0,,,2682647,1250364
3015,2026-01-08T03:00,,,0,0,2683023,1244140
732,2026-01-08T03:00,0,0,,,2681319,1248665
4270,2026-01-08T03:00,0,0,,,2684006,1246566
2997,2026-01-08T03:00,0,0,,,2682933,1248821
4249,2026-01-08T03:00,1,0,,,2682296,1248311
4258,2026-01-08T03:00,0,,,,2682683,1250569
4270,2026-01-08T03:15,0,0,,,2684006,1246566
2997,2026-01-08T03:15,0,0,,,2682933,1248821
3279,2026-01-08T03:15,,,0,0,2683437,1247199
4258,2026-01-08T03:15,1,,,,2682683,1250569
4241,2026-01-08T03:15,0,0,,,2682297,1248328
4262,2026-01-08T03:15,0,0,,,2682731,1247708
4267,2026-01-08T03:15,0,,,,2683457,1247065
4272,2026-01-08T03:15,0,,,,2682834,1247926
1037,2026-01-08T03:15,0,0,,,2681339,1248647
5002,2026-01-08T03:15,0,0,,,2682873,1245891
4249,2026-01-08T03:15,1,0,,,2682296,1248311
732,2026-01-08T03:15,0,0,,,2681319,1248665
4269,2026-01-08T03:15,0,0,,,2682227,1244618
2989,2026-01-08T03:15,0,0,,,2682278,1248324
3015,2026-01-08T03:15,,,0,0,2683023,1244140
4266,2026-01-08T03:15,0,0,,,2681301,1247665
2993,2026-01-08T03:15,0,0,,,2683573,1248545
3012,2026-01-08T03:15,0,0,,,2682647,1250364
4273,2026-01-08T03:15,0,0,,,2682971,1248179
4242,2026-01-08T03:15,0,0,,,2682337,1248451
4242,2026-01-08T03:30,0,0,,,2682337,1248451
4241,2026-01-08T03:30,0,0,,,2682297,1248328
4272,2026-01-08T03:30,0,,,,2682834,1247926
4273,2026-01-08T03:30,0,0,,,2682971,1248179
4266,2026-01-08T03:30,0,0,,,2681301,1247665
4269,2026-01-08T03:30,0,0,,,2682227,1244618
5002,2026-01-08T03:30,0,0,,,2682873,1245891
4267,2026-01-08T03:30,1,,,,2683457,1247065
2989,2026-01-08T03:30,1,1,,,2682278,1248324
2993,2026-01-08T03:30,0,0,,,2683573,1248545
4258,2026-01-08T03:30,0,,,,2682683,1250569
4249,2026-01-08T03:30,2,0,,,2682296,1248311
2997,2026-01-08T03:30,0,0,,,2682933,1248821
4270,2026-01-08T03:30,0,0,,,2684006,1246566
732,2026-01-08T03:30,0,0,,,2681319,1248665
3015,2026-01-08T03:30,,,0,0,2683023,1244140
3012,2026-01-08T03:30,0,1,,,2682647,1250364
1037,2026-01-08T03:30,0,0,,,2681339,1248647
4262,2026-01-08T03:30,0,0,,,2682731,1247708
3279,2026-01-08T03:30,,,0,0,2683437,1247199
4249,2026-01-08T03:45,0,0,,,2682296,1248311
4242,2026-01-08T03:45,0,0,,,2682337,1248451
4269,2026-01-08T03:45,0,0,,,2682227,1244618
2997,2026-01-08T03:45,0,0,,,2682933,1248821
3015,2026-01-08T03:45,,,0,0,2683023,1244140
5002,2026-01-08T03:45,0,0,,,2682873,1245891
2993,2026-01-08T03:45,0,0,,,2683573,1248545
732,2026-01-08T03:45,1,0,,,2681319,1248665
4267,2026-01-08T03:45,0,,,,2683457,1247065
4266,2026-01-08T03:45,0,0,,,2681301,1247665
1037,2026-01-08T03:45,0,0,,,2681339,1248647
2989,2026-01-08T03:45,0,0,,,2682278,1248324
4273,2026-01-08T03:45,0,0,,,2682971,1248179
4262,2026-01-08T03:45,0,0,,,2682731,1247708
4270,2026-01-08T03:45,0,0,,,2684006,1246566
4272,2026-01-08T03:45,0,,,,2682834,1247926
3279,2026-01-08T03:45,,,0,0,2683437,1247199
4258,2026-01-08T03:45,0,,,,2682683,1250569
4241,2026-01-08T03:45,0,0,,,2682297,1248328
3012,2026-01-08T03:45,1,0,,,2682647,1250364
4270,2026-01-08T04:00,0,0,,,2684006,1246566
2997,2026-01-08T04:00,0,0,,,2682933,1248821
3279,2026-01-08T04:00,,,0,0,2683437,1247199
4258,2026-01-08T04:00,1,,,,2682683,1250569
4241,2026-01-08T04:00,0,0,,,2682297,1248328
1037,2026-01-08T04:00,0,0,,,2681339,1248647
4267,2026-01-08T04:00,1,,,,2683457,1247065
4272,2026-01-08T04:00,0,,,,2682834,1247926
4262,2026-01-08T04:00,0,0,,,2682731,1247708
5002,2026-01-08T04:00,0,0,,,2682873,1245891
4249,2026-01-08T04:00,1,0,,,2682296,1248311
732,2026-01-08T04:00,0,0,,,2681319,1248665
4269,2026-01-08T04:00,0,0,,,2682227,1244618
2989,2026-01-08T04:00,1,0,,,2682278,1248324
3015,2026-01-08T04:00,,,0,0,2683023,1244140
4266,2026-01-08T04:00,0,0,,,2681301,1247665
2993,2026-01-08T04:00,0,0,,,2683573,1248545
3012,2026-01-08T04:00,0,0,,,2682647,1250364
4273,2026-01-08T04:00,0,0,,,2682971,1248179
4242,2026-01-08T04:00,0,0,,,2682337,1248451
4242,2026-01-08T04:15,0,0,,,2682337,1248451
4241,2026-01-08T04:15,0,0,,,2682297,1248328
4272,2026-01-08T04:15,0,,,,2682834,1247926
4273,2026-01-08T04:15,0,0,,,2682971,1248179
4266,2026-01-08T04:15,0,0,,,2681301,1247665
4269,2026-01-08T04:15,0,0,,,2682227,1244618
5002,2026-01-08T04:15,0,0,,,2682873,1245891
4267,2026-01-08T04:15,1,,,,2683457,1247065
2989,2026-01-08T04:15,0,0,,,2682278,1248324
2993,2026-01-08T04:15,0,0,,,2683573,1248545
4258,2026-01-08T04:15,0,,,,2682683,1250569
4249,2026-01-08T04:15,0,1,,,2682296,1248311
2997,2026-01-08T04:15,0,0,,,2682933,1248821
4270,2026-01-08T04:15,0,0,,,2684006,1246566
732,2026-01-08T04:15,0,0,,,2681319,1248665
3015,2026-01-08T04:15,,,0,0,2683023,1244140
3012,2026-01-08T04:15,0,0,,,2682647,1250364
4262,2026-01-08T04:15,0,0,,,2682731,1247708
1037,2026-01-08T04:15,1,0,,,2681339,1248647
3279,2026-01-08T04:15,,,0,0,2683437,1247199
4249,2026-01-08T04:30,1,1,,,2682296,1248311
4242,2026-01-08T04:30,0,0,,,2682337,1248451
4269,2026-01-08T04:30,0,0,,,2682227,1244618
2997,2026-01-08T04:30,0,0,,,2682933,1248821
3015,2026-01-08T04:30,,,0,0,2683023,1244140
5002,2026-01-08T04:30,0,0,,,2682873,1245891
2993,2026-01-08T04:30,0,0,,,2683573,1248545
732,2026-01-08T04:30,0,0,,,2681319,1248665
4267,2026-01-08T04:30,1,,,,2683457,1247065
4266,2026-01-08T04:30,0,0,,,2681301,1247665
4262,2026-01-08T04:30,0,0,,,2682731,1247708
2989,2026-01-08T04:30,0,0,,,2682278,1248324
4273,2026-01-08T04:30,0,0,,,2682971,1248179
1037,2026-01-08T04:30,0,0,,,2681339,1248647
4270,2026-01-08T04:30,0,1,,,2684006,1246566
4272,2026-01-08T04:30,0,,,,2682834,1247926
3279,2026-01-08T04:30,,,0,0,2683437,1247199
4258,2026-01-08T04:30,0,,,,2682683,1250569
4241,2026-01-08T04:30,0,0,,,2682297,1248328
3012,2026-01-08T04:30,0,0,,,2682647,1250364
2993,2026-01-08T04:45,0,0,,,2683573,1248545
2989,2026-01-08T04:45,0,0,,,2682278,1248324
4267,2026-01-08T04:45,5,,,,2683457,1247065
5002,2026-01-08T04:45,0,0,,,2682873,1245891
4269,2026-01-08T04:45,0,0,,,2682227,1244618
4266,2026-01-08T04:45,1,0,,,2681301,1247665
4273,2026-01-08T04:45,0,0,,,2682971,1248179
4272,2026-01-08T04:45,0,,,,2682834,1247926
4241,2026-01-08T04:45,0,0,,,2682297,1248328
3279,2026-01-08T04:45,,,0,0,2683437,1247199
4242,2026-01-08T04:45,0,0,,,2682337,1248451
1037,2026-01-08T04:45,1,1,,,2681339,1248647
4262,2026-01-08T04:45,0,0,,,2682731,1247708
3012,2026-01-08T04:45,0,0,,,2682647,1250364
3015,2026-01-08T04:45,,,0,0,2683023,1244140
732,2026-01-08T04:45,0,0,,,2681319,1248665
4270,2026-01-08T04:45,0,0,,,2684006,1246566
2997,2026-01-08T04:45,0,0,,,2682933,1248821
4249,2026-01-08T04:45,1,0,,,2682296,1248311
4258,2026-01-08T04:45,0,,,,2682683,1250569
2993,2026-01-08T05:00,0,0,,,2683573,1248545
2989,2026-01-08T05:00,0,0,,,2682278,1248324
4267,2026-01-08T05:00,5,,,,2683457,1247065
5002,2026-01-08T05:00,0,0,,,2682873,1245891
4269,2026-01-08T05:00,5,0,,,2682227,1244618
4266,2026-01-08T05:00,0,0,,,2681301,1247665
4273,2026-01-08T05:00,0,0,,,2682971,1248179
4272,2026-01-08T05:00,1,,,,2682834,1247926
4241,2026-01-08T05:00,0,0,,,2682297,1248328
3279,2026-01-08T05:00,,,0,0,2683437,1247199
4242,2026-01-08T05:00,0,0,,,2682337,1248451
1037,2026-01-08T05:00,2,0,,,2681339,1248647
4262,2026-01-08T05:00,1,1,,,2682731,1247708
3012,2026-01-08T05:00,0,0,,,2682647,1250364
3015,2026-01-08T05:00,,,0,0,2683023,1244140
732,2026-01-08T05:00,0,0,,,2681319,1248665
4270,2026-01-08T05:00,0,0,,,2684006,1246566
2997,2026-01-08T05:00,1,3,,,2682933,1248821
4249,2026-01-08T05:00,0,0,,,2682296,1248311
4258,2026-01-08T05:00,1,,,,2682683,1250569
4242,2026-01-08T05:15,0,0,,,2682337,1248451
4267,2026-01-08T05:15,8,,,,2683457,1247065
3279,2026-01-08T05:15,,,0,0,2683437,1247199
1037,2026-01-08T05:15,0,0,,,2681339,1248647
2997,2026-01-08T05:15,0,0,,,2682933,1248821
4241,2026-01-08T05:15,0,0,,,2682297,1248328
4262,2026-01-08T05:15,0,0,,,2682731,1247708
4258,2026-01-08T05:15,2,,,,2682683,1250569
4272,2026-01-08T05:15,0,,,,2682834,1247926
3012,2026-01-08T05:15,0,0,,,2682647,1250364
2989,2026-01-08T05:15,1,1,,,2682278,1248324
4270,2026-01-08T05:15,0,2,,,2684006,1246566
4269,2026-01-08T05:15,0,1,,,2682227,1244618
2993,2026-01-08T05:15,0,0,,,2683573,1248545
732,2026-01-08T05:15,0,4,,,2681319,1248665
4266,2026-01-08T05:15,0,0,,,2681301,1247665
4249,2026-01-08T05:15,0,1,,,2682296,1248311
3015,2026-01-08T05:15,,,0,0,2683023,1244140
4273,2026-01-08T05:15,0,0,,,2682971,1248179
5002,2026-01-08T05:15,1,0,,,2682873,1245891
3279,2026-01-08T05:30,,,0,0,2683437,1247199
4241,2026-01-08T05:30,0,2,,,2682297,1248328
4272,2026-01-08T05:30,3,,,,2682834,1247926
4273,2026-01-08T05:30,0,0,,,2682971,1248179
4266,2026-01-08T05:30,0,1,,,2681301,1247665
4269,2026-01-08T05:30,0,0,,,2682227,1244618
5002,2026-01-08T05:30,1,3,,,2682873,1245891
4267,2026-01-08T05:30,13,,,,2683457,1247065
2989,2026-01-08T05:30,1,2,,,2682278,1248324
4258,2026-01-08T05:30,0,,,,2682683,1250569
2993,2026-01-08T05:30,1,0,,,2683573,1248545
4249,2026-01-08T05:30,1,0,,,2682296,1248311
2997,2026-01-08T05:30,0,0,,,2682933,1248821
4270,2026-01-08T05:30,3,1,,,2684006,1246566
732,2026-01-08T05:30,0,0,,,2681319,1248665
3015,2026-01-08T05:30,,,0,0,2683023,1244140
3012,2026-01-08T05:30,1,0,,,2682647,1250364
4262,2026-01-08T05:30,0,1,,,2682731,1247708
1037,2026-01-08T05:30,1,0,,,2681339,1248647
4242,2026-01-08T05:30,5,0,,,2682337,1248451
2997,2026-01-08T05:45,5,0,,,2682933,1248821
3279,2026-01-08T05:45,,,0,0,2683437,1247199
4266,2026-01-08T05:45,1,1,,,2681301,1247665
2989,2026-01-08T05:45,2,0,,,2682278,1248324
3015,2026-01-08T05:45,,,0,0,2683023,1244140
4269,2026-01-08T05:45,1,0,,,2682227,1244618
2993,2026-01-08T05:45,0,0,,,2683573,1248545
732,2026-01-08T05:45,0,2,,,2681319,1248665
5002,2026-01-08T05:45,0,4,,,2682873,1245891
4249,2026-01-08T05:45,1,0,,,2682296,1248311
4273,2026-01-08T05:45,1,5,,,2682971,1248179
4262,2026-01-08T05:45,0,0,,,2682731,1247708
4258,2026-01-08T05:45,3,,,,2682683,1250569
4272,2026-01-08T05:45,14,,,,2682834,1247926
1037,2026-01-08T05:45,6,1,,,2681339,1248647
4267,2026-01-08T05:45,5,,,,2683457,1247065
4241,2026-01-08T05:45,2,0,,,2682297,1248328
4242,2026-01-08T05:45,0,0,,,2682337,1248451
4270,2026-01-08T05:45,3,1,,,2684006,1246566
3012,2026-01-08T05:45,1,0,,,2682647,1250364
2993,2026-01-08T06:00,2,3,,,2683573,1248545
2989,2026-01-08T06:00,2,0,,,2682278,1248324
4267,2026-01-08T06:00,5,,,,2683457,1247065
5002,2026-01-08T06:00,3,4,,,2682873,1245891
4269,2026-01-08T06:00,3,2,,,2682227,1244618
4266,2026-01-08T06:00,0,5,,,2681301,1247665
4273,2026-01-08T06:00,0,6,,,2682971,1248179
4272,2026-01-08T06:00,6,,,,2682834,1247926
4241,2026-01-08T06:00,1,0,,,2682297,1248328
3279,2026-01-08T06:00,,,0,0,2683437,1247199
4242,2026-01-08T06:00,2,0,,,2682337,1248451
1037,2026-01-08T06:00,5,0,,,2681339,1248647
4262,2026-01-08T06:00,0,0,,,2682731,1247708
3012,2026-01-08T06:00,0,1,,,2682647,1250364
3015,2026-01-08T06:00,,,0,1,2683023,1244140
732,2026-01-08T06:00,1,0,,,2681319,1248665
4270,2026-01-08T06:00,3,1,,,2684006,1246566
2997,2026-01-08T06:00,3,0,,,2682933,1248821
4249,2026-01-08T06:00,2,3,,,2682296,1248311
4258,2026-01-08T06:00,2,,,,2682683,1250569
4270,2026-01-08T06:15,2,0,,,2684006,1246566
2997,2026-01-08T06:15,2,1,,,2682933,1248821
4242,2026-01-08T06:15,4,0,,,2682337,1248451
4258,2026-01-08T06:15,6,,,,2682683,1250569
4241,2026-01-08T06:15,1,0,,,2682297,1248328
1037,2026-01-08T06:15,4,0,,,2681339,1248647
4267,2026-01-08T06:15,10,,,,2683457,1247065
4272,2026-01-08T06:15,16,,,,2682834,1247926
4262,2026-01-08T06:15,1,0,,,2682731,1247708
5002,2026-01-08T06:15,6,0,,,2682873,1245891
4249,2026-01-08T06:15,4,0,,,2682296,1248311
